Country ISO3,Country Name,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2018
AGO,Angola,Enrolment in primary education,Index,,,,,,,,,,,,0.747732362
AGO,Angola,Enrolment in primary education,Rank,,,,,,,,,,,,137
AGO,Angola,Enrolment in secondary education,Index,,,,,,,,,,,,0.788926899
AGO,Angola,Enrolment in secondary education,Rank,,,,,,,,,,,,140
AGO,Angola,Enrolment in tertiary education,Index,,,,,,,,,,,,0.769851252
AGO,Angola,Enrolment in tertiary education,Rank,,,,,,,,,,,,115
AGO,Angola,"Estimated earned income (PPP, US$)",Index,,,,,,,,,,,,0.578642533
AGO,Angola,"Estimated earned income (PPP, US$)",Rank,,,,,,,,,,,,89
AGO,Angola,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5872,0.5851,0.5843,0.5832,0.6296,0.5937,,0.6163,0.5878,0.59,0.565,0.602
AGO,Angola,Global Gender Gap Economic Participation and Opportunity Subindex,Rank,69,87,87,96,76,96,,92,111,116,120,113
AGO,Angola,Global Gender Gap Educational Attainment Subindex,Index,0.7792,0.7792,0.7779,0.7779,0.7854,0.7864,,0.8062,0.7211,0.726,0.778,0.745
AGO,Angola,Global Gender Gap Educational Attainment Subindex,Rank,107,119,122,127,125,126,,127,138,141,138,143
AGO,Angola,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,,0.9796,0.9754,0.98,0.98,0.98
AGO,Angola,Global Gender Gap Health and Survival Subindex,Rank,1,1,1,1,1,1,,1,61,1,1,1
AGO,Angola,Global Gender Gap Political Empowerment subindex,Index,0.0696,0.0696,0.0711,0.2007,0.2901,0.2898,,0.2614,0.2402,0.251,0.251,0.206
AGO,Angola,Global Gender Gap Political Empowerment subindex,Rank,81,92,103,36,24,24,,34,38,38,40,58
AGO,Angola,Healthy life expectancy,Index,,,,,,,,,,,,1.06
AGO,Angola,Healthy life expectancy,Rank,,,,,,,,,,,,1
AGO,Angola,Labour force participation,Index,,,,,,,,,,,,0.952559301
AGO,Angola,Labour force participation,Rank,,,,,,,,,,,,16
AGO,Angola,"Legislators, senior officials and managers",Index,,,,,,,,,,,,0.242607236
AGO,Angola,"Legislators, senior officials and managers",Rank,,,,,,,,,,,,116
AGO,Angola,Literacy rate,Index,,,,,,,,,,,,0.66780591
AGO,Angola,Literacy rate,Rank,,,,,,,,,,,,129
AGO,Angola,Overall Global Gender Gap Index,Index,0.6038,0.6034,0.6032,0.6353,0.6712,0.6624,,0.6659,0.6311,0.637,0.643,0.633
AGO,Angola,Overall Global Gender Gap Index,Rank,96,110,114,106,81,87,,92,121,126,117,125
AGO,Angola,Professional and technical workers,Index,,,,,,,,,,,,0.53539807
AGO,Angola,Professional and technical workers,Rank,,,,,,,,,,,,121
AGO,Angola,Sex ratio at birth,Index,,,,,,,,,,,,0.944
AGO,Angola,Sex ratio at birth,Rank,,,,,,,,,,,,1
AGO,Angola,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Normalized Score,,,,,,,,,,,0.4,0.593112286
AGO,Angola,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Rank,,,,,,,,,,,135,94
AGO,Angola,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Value,,,,,,,,,,,2.83,0.645161877
AGO,Angola,Women in ministerial positions,Index,,,,,,,,,,,,0.285714286
AGO,Angola,Women in ministerial positions,Rank,,,,,,,,,,,,56
AGO,Angola,Women in parliament,Index,,,,,,,,,,,,0.437908497
AGO,Angola,Women in parliament,Rank,,,,,,,,,,,,42
AGO,Angola,Years with female head of state (last 50),Index,,,,,,,,,,,,0
AGO,Angola,Years with female head of state (last 50),Rank,,,,,,,,,,,,71
ALB,Albania,Enrolment in primary education,Index,,,,,,,,,,,,0.986336841
ALB,Albania,Enrolment in primary education,Rank,,,,,,,,,,,,108
ALB,Albania,Enrolment in secondary education,Index,,,,,,,,,,,,0.988851818
ALB,Albania,Enrolment in secondary education,Rank,,,,,,,,,,,,113
ALB,Albania,Enrolment in tertiary education,Index,,,,,,,,,,,,1
ALB,Albania,Enrolment in tertiary education,Rank,,,,,,,,,,,,1
ALB,Albania,"Estimated earned income (PPP, US$)",Index,,,,,,,,,,,,0.629992788
ALB,Albania,"Estimated earned income (PPP, US$)",Rank,,,,,,,,,,,,68
ALB,Albania,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6613,0.6885,0.6491,0.6532,0.6808,0.7129,0.6663,0.6324,0.6534,0.671,0.668,0.701
ALB,Albania,Global Gender Gap Economic Participation and Opportunity Subindex,Rank,38,36,62,63,51,38,63,87,78,69,73,54
ALB,Albania,Global Gender Gap Educational Attainment Subindex,Index,0.9888,0.9925,0.9907,0.9906,0.9942,0.9809,0.989,0.9755,0.97,0.972,0.986,0.987
ALB,Albania,Global Gender Gap Educational Attainment Subindex,Rank,57,48,68,73,52,87,76,92,98,98,88,91
ALB,Albania,Global Gender Gap Health and Survival Subindex,Index,0.9553,0.9553,0.9553,0.9553,0.937,0.9268,0.9313,0.9313,0.9409,0.947,0.947,0.963
ALB,Albania,Global Gender Gap Health and Survival Subindex,Rank,110,116,118,122,131,135,133,134,139,142,141,134
ALB,Albania,Global Gender Gap Political Empowerment subindex,Index,0.0375,0.0375,0.0413,0.0413,0.0785,0.0784,0.0753,0.0256,0.1834,0.214,0.214,0.284
ALB,Albania,Global Gender Gap Political Empowerment subindex,Rank,105,117,119,125,97,99,105,130,55,50,53,34
ALB,Albania,Healthy life expectancy,Index,,,,,,,,,,,,1.043478261
ALB,Albania,Healthy life expectancy,Rank,,,,,,,,,,,,86
ALB,Albania,Labour force participation,Index,,,,,,,,,,,,0.746308725
ALB,Albania,Labour force participation,Rank,,,,,,,,,,,,89
ALB,Albania,"Legislators, senior officials and managers",Index,,,,,,,,,,,,0.292109069
ALB,Albania,"Legislators, senior officials and managers",Rank,,,,,,,,,,,,105
ALB,Albania,Literacy rate,Index,,,,,,,,,,,,0.977463333
ALB,Albania,Literacy rate,Rank,,,,,,,,,,,,81
ALB,Albania,Overall Global Gender Gap Index,Index,0.6607,0.6685,0.6591,0.6601,0.6726,0.6748,0.6655,0.6412,0.6869,0.701,0.704,0.734
ALB,Albania,Overall Global Gender Gap Index,Rank,61,66,87,91,78,78,91,108,83,70,62,34
ALB,Albania,Professional and technical workers,Index,,,,,,,,,,,,1
ALB,Albania,Professional and technical workers,Rank,,,,,,,,,,,,1
ALB,Albania,Sex ratio at birth,Index,,,,,,,,,,,,0.927643785
ALB,Albania,Sex ratio at birth,Rank,,,,,,,,,,,,142
ALB,Albania,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Normalized Score,,,,,,,,,,,0.83,0.801629286
ALB,Albania,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Rank,,,,,,,,,,,3,5
ALB,Albania,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",Value,,,,,,,,,,,5.78,0.645161877
ALB,Albania,Women in ministerial positions,Index,,,,,,,,,,,,0.666666667
ALB,Albania,Women in ministerial positions,Rank,,,,,,,,,,,,10
ALB,Albania,Women in parliament,Index,,,,,,,,,,,,0.386193513
ALB,Albania,Women in parliament,Rank,,,,,,,,,,,,47
ALB,Albania,Years with female head of state (last 50),Index,,,,,,,,,,,,0
ALB,Albania,Years with female head of state (last 50),Rank,,,,,,,,,,,,71
ARE,United Arab Emirates,Enrolment in primary education,Index,,,,,,,,,,,,0.980403278
ARE,United Arab Emirates,Enrolment in primary education,Rank,,,,,,,,,,,,117
ARE,United Arab Emirates,Enrolment in secondary education,Index,,,,,,,,,,,,0.956867655
ARE,United Arab Emirates,Enrolment in secondary education,Rank,,,,,,,,,,,,127
ARE,United Arab Emirates,"Estimated earned income (PPP, US$)",Index,,,,,,,,,,,,0.264932229
ARE,United Arab Emirates,"Estimated earned income (PPP, US$)",Rank,,,,,,,,,,,,135
ARE,United Arab Emirates,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4027,0.421,0.4198,0.4148,0.4605,0.4898,0.4751,0.4672,0.5152,0.519,0.456,0.439
ARE,United Arab Emirates,Global Gender Gap Economic Participation and Opportunity Subindex,Rank,109,119,121,126,120,119,122,122,123,128,130,134
ARE,United Arab Emirates,Global Gender Gap Educational Attainment Subindex,Index,0.9861,0.9868,0.9955,0.9918,0.9977,0.9914,1,1,0.9875,0.987,1,0.979
ARE,United Arab Emirates,Global Gender Gap Educational Attainment Subindex,Rank,60,68,46,67,37,59,1,1,83,86,32,95
ARE,United Arab Emirates,Global Gender Gap Health and Survival Subindex,Index,0.9643,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,0.961,0.961,0.972
ARE,United Arab Emirates,Global Gender Gap Health and Survival Subindex,Rank,100,110,112,116,110,111,111,112,132,133,132,94
ARE,United Arab Emirates,Global Gender Gap Political Empowerment subindex,Index,0.0147,0.1046,0.1114,0.1114,0.1394,0.1394,0.1206,0.1206,0.1106,0.115,0.139,0.18
ARE,United Arab Emirates,Global Gender Gap Political Empowerment subindex,Rank,112,65,72,76,60,62,81,81,96,93,83,68
ARE,United Arab Emirates,Healthy life expectancy,Index,,,,,,,,,,,,1.034848485
